fecha_hora,ciudad,temperatura_c,sensacion_c,temp_min_c,temp_max_c,humedad_porc,viento_kmh,descripcion,lat,lon
2025-10-26T08:11:39.920224,Palencia,7.07,5.39,7.07,7.07,75,2.45,nubes dispersas,42.4167,-4.5
