fecha_hora,ciudad,temperatura_c,sensacion_c,temp_min_c,temp_max_c,humedad_porc,viento_kmh,descripcion,lat,lon
2025-10-26T08:13:07.112182,Islamabad,28.8,28.67,28.8,28.8,43,2.45,cielo claro,33.7104,73.1338
2025-10-26T08:18:45.885729,Islamabad,28.8,28.58,28.8,28.8,42,2.45,cielo claro,33.7104,73.1338
